class_gt,class_pred,smiles
1.8.5,2.6.1,CC(C)(C)S.CC(Cl)OC(=O)Cl.CN1CCOCC1.ClCCl>>CC(Cl)OC(=O)SC(C)(C)C
10.4.2,2.6.1,CCC(=O)Cl.CCC(C)=O.COC(=O)CC(C)=O.ClCCl.N.[Ca+2].[OH-].[OH-]>>CCC(=O)CC(=O)OC
6.2.2,1.7.6,CCC(O)(CC)c1cc(-c2ncc(OC)c3c(C(=O)C(=O)OC)c[nH]c23)n[nH]1.CO.Cl.O.O=C([O-])[O-].[K+].[K+]>>CCC(O)(CC)c1cc(-c2ncc(OC)c3c(C(=O)C(=O)O)c[nH]c23)n[nH]1
10.1.2,9.3.1,O=C(Cl)C(=O)Cl.O=[N+]([O-])C12C3C4C1C1C2C3C41[N+](=O)[O-]>>O=[N+]([O-])C12C3C4C1C1(Cl)C2C3C41[N+](=O)[O-]
3.1.5,10.1.1,Brc1cccc2ccsc12.C1CCOC1.CC(C)(C)P(c1ccccc1-c1ccccc1)C(C)(C)C.CC(C)O.CC1(C)OB(c2ccnc(Cl)c2)OC1(C)C.ClC(Cl)Cl.ClCCl.O=C([O-])[O-].[Na+].[Na+]>>Clc1cc(-c2cccc3ccsc23)ccn1
10.4.2,1.2.1,CCCC=O.Cc1cnc2c(Nc3ccc(N4CCOCC4)cc3)ncc(-c3cn[nH]c3)n12>>CCc1cnc2c(Nc3ccc(N4CCOCC4)cc3)ncc(-c3cn[nH]c3)n12
10.4.2,2.1.1,CC(C)(C)[Si](C)(C)OC(c1ccc(CS(=O)(=O)c2ccccc2)cc1)(C(F)(F)F)C(F)(F)F.CCN(CC)CC.ClCCl.O=S(=O)(Cc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)c1ccccc1>>CC(c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)S(=O)(=O)c1ccccc1
10.1.1,8.1.5,BrC(Br)(Br)Br.C=Cc1cc(OC(=O)N(C)C)ccc1C(O)CCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C.ClCCl.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>C=Cc1cc(OC(=O)N(C)C)ccc1C(O)(Br)CCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C
8.2.1,1.8.5,Cl.ClCCC1(CCCl)c2ccccc2Sc2ccccc21.Ic1ccccc1.O.[Cl-].[Cl-].c1ccncc1>>O=S1c2ccccc2C(CCCl)(CCCl)c2ccccc21
6.3.7,1.7.7,Br.CO.COc1cc(OC)c2[nH]c(C(C)C)nc2c1>>COc1cc(O)cc2nc(C(C)C)[nH]c12
8.1.5,10.4.2,C1COCCO1.OC(c1cccnc1)C1CC1>>O=C(c1cccnc1)C1CC1
6.2.1,7.9.2,CCO.CCOC(=O)C(C[C@@H]1C=C[C@H](NC(=O)OC(C)(C)C)C1)C(=O)OCC.[K+].[OH-]>>CCOC(=O)C(C[C@@H]1C=C[C@H](NC(=O)OC(C)(C)C)C1)C(=O)O
1.3.6,1.3.7,CCN(CC)CC.CCO.Cl.NCc1ccc(Br)cc1.Nc1ncnc2c1nc(Br)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O>>Nc1ncnc2c1nc(NCc1ccc(Br)cc1)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
6.2.2,1.7.6,C1COCCO1.COC(=O)Cc1c(Cl)nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)n2ccnc12.Cl>>O=C(O)Cc1c(Cl)nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)n2ccnc12
6.1.1,2.1.2,CC(=O)C(C(=O)N[C@H](c1cccc(F)c1)C1CCC1)c1cccc(F)c1C(=O)O.CC(C)(C)OC(=O)NN.Cc1c(C(=O)N[C@H](c2cccc(F)c2)C2CCC2)c2cccc(F)c2c(=O)n1NC(=O)OC(C)(C)C.ClCCCl.O=C(O)C(F)(F)F.c1ccccc1>>Cc1c(C(=O)N[C@H](c2cccc(F)c2)C2CCC2)c2cccc(F)c2c(=O)n1N
9.3.1,2.1.2,CC#N.CN(C)C=O.CN1CCOCC1.COC1CCC(C(=O)O)CC1.ClCCl.NC(=O)C[SiH3].O=C(Cl)C(=O)Cl>>COC1CCC(C(=O)Cl)CC1
6.2.2,1.7.6,COC(=O)c1cc(CC(C)C)nc(OC)c1.Cl>>COc1cc(C(=O)O)cc(CC(C)C)n1.Cl
2.7.2,1.7.7,CC(C)(C)OC(=O)N1CCC(c2ccccc2O)CC1.CCN(C(C)C)C(C)C.CN(C)c1ccncc1.ClCCCl.O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F>>CC(C)(C)OC(=O)N1CCC(c2ccccc2OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1
1.7.7,6.3.7,C1CCOC1.CO.Cl.O.O.O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O.[Li+].[OH-]>>COc1ccc(-c2ccc(F)cc2F)cc1C(=O)O
10.4.2,3.3.1,CC1CCC(C)(C)CC1=O.CI.Cl.[Cu]I.[Mg]>>CC1(C)CCC(C)(C)C(=O)C1
1.7.7,1.7.4,CCOC(=O)c1ncc(O)c2c1CCN(Cc1ccc(F)c(Cl)c1)C2=O.CO.C[Si](C)(C)C=[N+]=[N-].ClCCl>>CCOC(=O)c1ncc(OC)c2c1CCN(Cc1ccc(F)c(Cl)c1)C2=O
7.2.1,6.1.1,B.CC(C)(C)OC(=O)N1CCO[C@H](Cc2cccc(C=Cc3cccnc3)c2)C1.O=C1C(Cc2ccccc2OC(F)F)OCCN1Cc1ccccc1>>FC(F)Oc1ccccc1CC1CN(Cc2ccccc2)CCO1
3.1.1,3.1.5,C1COCCO1.CC1(C)OB(C2=CCC3(CC2)OCCO3)OC1(C)C.N#CCc1ccc(Br)cc1.O=C([O-])[O-].[Na+].[Na+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd-4]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>N#CCc1ccc(C2=CCC3(CC2)OCCO3)cc1
1.6.8,10.4.2,C1CCOC1.CI.CS(=O)(=O)NC1CCCOc2ccccc21.[H-].[Na+]>>CN(C1CCCOc2ccccc21)S(C)(=O)=O
1.6.8,10.4.2,C1CCCCC1.C1CCOC1.CC(C)[N-]C(C)C.CCCI.CCOC(=O)c1cn(CCc2ccccc2)nc1NCc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1.CN1CCCN(C)C1=O.N.[Cl-].[Li+]>>CCCN(Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1)c1nn(CCc2ccccc2)cc1C(=O)OCC
6.2.2,1.7.6,C1CCNC1.CC(C)=O.COC(=O)CCCI.COC(=O)CCCN1CCCC1.Cl.c1ccccc1>>Cl.O=C(O)CCCN1CCCC1
10.1.2,1.7.9,CC(=O)O.CCn1nccc1C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl.CN(C)C=O.O.O=S([O-])([O-])=S.[Na+].[Na+].[Na+].[O-]Cl>>CCn1ncc(Cl)c1C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
6.3.7,2.6.3,COc1cc(C=O)cc(OC)c1OC.O=S(=O)(O)O>>COc1cc(C=O)cc(OC)c1O
10.1.1,1.7.9,BrCc1ccc(I)cc1.Cc1ccccc1I>>BrCc1ccccc1I
1.2.4,1.6.8,CC(C)(C)OC(=O)N1CC[C@@H](NC(=O)c2ccc(C(F)(F)F)cc2)[C@H](c2ccc(Cl)c(Cl)c2)C1.CI.CN(C)C=O.O.[H-].[Na+]>>CN(C(=O)c1ccc(C(F)(F)F)cc1)[C@@H]1CCN(C(=O)OC(C)(C)C)C[C@H]1c1ccc(Cl)c(Cl)c1
10.1.2,10.4.2,C1CCOC1.CC(C)[N-]C(C)C.ClC(Cl)(Cl)C(Cl)(Cl)Cl.Fc1cccnc1Cl.[Li+]>>Fc1c(Cl)ccnc1Cl
6.2.2,6.2.1,CO.COC(=O)C12CCCC(C(=O)OC)(CC1)CC2.O.O.O.O.O.O.O.O.O.[Ba+2].[OH-].[OH-]>>COC(=O)C12CCCC(C(=O)O)(CC1)CC2
6.2.1,2.6.3,C1COCCO1.CCCCCC.CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC(F)(F)F)c(C)c1C.O=S(=O)(O)O>>CC(=C\C(=O)O)/C=C/C=C(C)/C=C/c1c(C)cc(OC(F)(F)F)c(C)c1C
10.1.1,10.1.5,ClC(Cl)(Cl)Cl.O=C(OCC(Cl)(Cl)Cl)N1CCC(n2cc(-c3ccc(F)cc3)c3ccccc32)CC1.O=C1CCC(=O)N1Br>>O=C(OCC(Cl)(Cl)Cl)N1CCC(n2cc(-c3ccc(F)cc3)c3ccccc32)CC1Br
7.3.1,6.3.1,CCCOc1ccc(C#N)cc1O.NCc1cc(OCc2ccccc2)cc(OCc2ccccc2)c1>>CCCOc1ccc(CN)cc1O
10.4.2,1.6.2,CCO.CCOC(=O)c1cc(-n2c(=O)[nH]c3c(c2=O)CCC3)ccc1[N+](=O)[O-]>>CCOC(=O)c1cc(-n2c(=O)c3c(n(C)c2=O)CCC3)ccc1[N+](=O)[O-]
3.1.5,3.1.1,Brc1c2ccccc2cc2ccccc12.CC(C)(C)c1ccc(B(O)O)cc1.COCCOC.Cc1ccccc1P(c1ccccc1C)c1ccccc1C.O=C([O-])[O-].[K+].[K+]>>CC(C)(C)c1ccc(-c2c3ccccc3cc3ccccc23)cc1
6.2.1,6.2.2,CCO.CCOC(=O)c1cncc(C(=O)OCC)c1.Cl.[K+].[OH-]>>CCOC(=O)c1cncc(C(=O)O)c1
6.2.2,1.7.6,COC(=O)c1ccc(C2CCN(C3CCCC3)CC2)cc1.Cl.I>>Cl.O=C(O)c1ccc(C2CCN(C3CCCC3)CC2)cc1
10.2.1,7.1.1,COc1ccc2c(c1)C[C@@H](C)N2C(C)=O.O.O=C(O)C(F)(F)F.O=N[O-].[Na+]>>COc1cc2c(cc1[N+](=O)[O-])N(C(C)=O)[C@H](C)C2
1.3.8,1.2.4,CN(C)C=O.COc1c(F)c(F)c([N+](=O)[O-])c(F)c1F.O=C1NC(=O)c2ccccc21.[K]>>COc1c(F)c(F)c([N+](=O)[O-])c(N2C(=O)c3ccccc3C2=O)c1F
10.1.1,1.8.5,C=Cc1c[nH]c(=O)[nH]c1=O.CN(C)C=O.[Br-]>>O=c1[nH]cc(/C=C/Br)c(=O)[nH]1
3.1.1,3.1.5,CC(=O)[O-].CC(=O)[O-].CC(C)c1ccc(B(O)O)cc1.Cc1cc(O)ccc1Br.O.O=C([O-])[O-].[K+].[K+].[Pd+2]>>Cc1cc(O)ccc1-c1ccc(C(C)C)cc1
1.6.8,10.4.2,CI.CO[C@@H]1[C@@H](CO)O[C@@H](n2cnc3c(N)nc(C)nc32)[C@]1(C)O>>CNc1nc(C)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OC)[C@@]1(C)O
1.6.8,10.4.2,CC(C)=O.CI.COC(=O)c1ccccc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1.O=C([O-])[O-].[K+].[K+]>>COC(=O)c1ccccc1N(C)S(=O)(=O)c1ccc(Cl)c(Cl)c1
1.7.7,8.1.5,CC(=O)O.CC(=O)OC(C)=O.CS(=O)(=O)Nc1ccc2c(c1)C(O)c1cc(-c3ccccc3)cnc1C=C2>>CC(=O)OC1c2cc(NS(C)(=O)=O)ccc2C=Cc2ncc(-c3ccccc3)cc21
10.1.2,10.1.1,CC(=O)O.CC(=O)c1cc(OCc2ccccc2)cc2[nH]c(=O)ccc12.ClCCCl.O.O=C([O-])O.O=S([O-])O.[Na+].[Na+]>>O=C(CCl)c1cc(OCc2ccccc2)cc2[nH]c(=O)ccc12
6.2.2,1.7.6,CC#N.COC(=O)[C@@H]1CC(=O)C[C@@H]1C.C[Si](C)(C)Cl.O.[I-].[Na+]>>C[C@H]1CC(=O)C[C@H]1C(=O)O
2.1.7,7.2.1,C1CCOC1.CCN(CC)CC.Nc1ccccc1S(N)(=O)=O>>CC(=O)Nc1ccccc1S(N)(=O)=O
10.1.2,2.6.3,Cc1cc(C(=O)O)c(C(=O)O)cc1Cl.Cc1ccc2c(c1)C(=O)OC2=O.Cc1ccccc1C.O.O=S(=O)(O)O.O=S(=O)(O)O.[Cl].[I]>>Cc1ccc2c(c1Cl)C(=O)OC2=O
6.1.5,2.6.3,COCCc1cc2c([nH]c(=O)n2Cc2ccccc2)c(NCc2ccccc2)n1.O.O=C([O-])O.O=S(=O)(O)O.[Na+]>>COCCc1cc2c([nH]c(=O)n2Cc2ccccc2)c(N)n1
5.1.1,6.1.1,Cc1c(Br)cccc1CN.ClCCl.O=C([O-])[O-].[Na+].[Na+]>>Cc1c(Br)cccc1CNC(=O)OC(C)(C)C
1.8.5,1.7.9,CC(=O)N(C)C.CC(C)S.CS(=O)(=O)c1ccc(F)c(C(=O)O)c1.Cl.O=C([O-])[O-].[Cs+].[Cs+]>>CC(C)Sc1ccc(S(C)(=O)=O)cc1C(=O)O
2.1.7,2.1.2,CCN(CC)CC.COS(=O)(=O)[O-].C[SH+]C1=CCC(CC(=O)[O-])([SH+]C)C=C1.Cl.NC(Cc1ccccc1)C(=O)O.O>>CC(=O)NC(Cc1ccccc1)C(=O)O
10.2.1,10.1.2,CCN=C=NCCCN(C)C.CN1CCCC1=O.O=C(c1ccc[nH]1)C(Cl)(Cl)Cl.O=c1c2ccccc2nnn1O>>O=C(c1cc([N+](=O)[O-])c[nH]1)C(Cl)(Cl)Cl
10.1.2,9.1.6,CCOC(=O)c1cc([N+](=O)[O-])cnc1C(=O)OCC.O=P(Cl)(Cl)Cl>>CCOC(=O)c1cc([N+](=O)[O-])c(Cl)nc1C(=O)OCC
10.1.2,8.1.5,CC(=O)c1cc(Br)c(N)c(Cl)n1.ClC(Cl)Cl>>Nc1c(Br)cc(C(=O)CCl)nc1Cl
6.3.7,6.2.2,CCC1=C(OC)C(=O)CC1.Cl>>CCC1=C(O)C(=O)CC1
1.2.5,8.1.5,CO.CON.Cl.Cl.O=C1CC2(CCCCC2)Oc2ccccc21.c1ccncc1>>NC1CC2(CCCCC2)Oc2ccccc21
10.4.2,1.8.5,Nc1nc(S)c2[nH]cnc2n1.Sc1ncnc2nc[nH]c12>>CSc1nc(N)nc2nc[nH]c12
1.2.1,10.4.2,CCC(C)CNCc1ccc(-c2cc(C(N)=O)c3[nH]cc(C4CCN(S(=O)(=O)CC)CC4)c3c2)s1.COCCN.O=Cc1ccc(B(O)O)s1>>COCCNCc1ccc(B(O)O)s1
6.3.1,1.7.7,CCO.Cn1ccc(NC(=O)c2cc(OCc3ccccc3)cc(OCc3ccccc3)c2)n1.O=C[O-].[NH4+]>>Cn1ccc(NC(=O)c2cc(O)cc(OCc3ccccc3)c2)n1
6.3.1,6.2.2,C1CCOC1.CC(C)(C)[Si](C)(C)O[C@@H](CNC(=O)OCc1ccccc1)C[C@@H]1NC(=O)[C@@H](NC(=O)OCc2ccccc2)Cc2cc(ccc2OCc2ccccc2)-c2ccc(OCc3ccccc3)c(c2)C[C@@H](C(=O)OCc2ccccc2)NC1=O.CO.Cl.O.[Li+].[OH-]>>CC(C)(C)[Si](C)(C)O[C@@H](CNC(=O)OCc1ccccc1)C[C@@H]1NC(=O)[C@@H](NC(=O)OCc2ccccc2)Cc2cc(ccc2OCc2ccccc2)-c2ccc(OCc3ccccc3)c(c2)C[C@@H](C(=O)O)NC1=O
10.1.1,10.1.5,CC(C)(C#N)N=NC(C)(C)C#N.CC1(C)C(=O)N(Br)C(=O)N1Br.COC(=O)c1c(C)cccc1[N+](=O)[O-].COC(C)=O.Cc1cccc([N+](=O)[O-])c1C(=O)[O-]>>COC(=O)c1c(CBr)cccc1[N+](=O)[O-]
3.1.1,3.1.5,CC(=O)[O-].CC(=O)[O-].CC(C)(C)OC(=O)c1cc(Br)cc(C(O)C(F)F)c1.CC(C)NC(C)C.CN(C)C=O.O.OB(O)c1ccc(F)cc1F.[Pd+2]>>CC(C)(C)OC(=O)c1cc(-c2ccc(F)cc2F)cc(C(O)C(F)F)c1
8.1.4,1.8.5,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO.CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=P([O-])([O-])[O-].O[C@H](CS)[C@H](O)CS.[Na+].[Na+].[Na+]>>CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=O
10.4.2,6.3.7,CCOC(=N)c1ccc(OCC)cc1OCC.CCOc1cc(OC)ccc1C1=NC(CC2CCCC2)C(c2ccc(Cl)cc2)N1.Cl.NC(CC1CCCC1)C(N)c1ccc(Cl)cc1>>CCOc1ccc(C2=NC(CC3CCCC3)C(c3ccc(Cl)cc3)N2)c(OCC)c1
1.2.4,10.4.2,CC(C)(C)OC(=O)N1CCC2(CC1)NC(=O)NC2=O.CI.CS(C)=O.O=C([O-])[O-].[K+].[K+]>>CN1C(=O)NC2(CCN(C(=O)OC(C)(C)C)CC2)C1=O
6.3.7,6.2.2,COC12CCC(c3nnc4cc(-c5ccc(Cl)cc5)c(-c5ccccc5Cl)nn34)(CC1)C2.OC12CCC(c3nnc4cc(-c5ccc(Cl)cc5)c(-c5ccccc5Cl)nn34)(CC1)CC2>>OC12CCC(c3nnc4cc(-c5ccc(Cl)cc5)c(-c5ccccc5Cl)nn34)(CC1)C2
3.1.5,1.6.2,BrCc1ccccc1.OB(O)c1ccsc1>>c1ccc(Cc2ccsc2)cc1
10.4.2,1.6.8,C1CN2CCN1CC2.CC(C)Oc1ncc(-c2nc(-c3cccc4c(CCC(=O)O)c[nH]c34)no2)cc1Cl.CN(C)C=O.COC(=O)OC>>CC(C)Oc1ncc(-c2nc(-c3cccc4c(CCC(=O)O)cn(C)c34)no2)cc1Cl
1.6.8,1.7.9,CCOC(C)=O.CS(C)=O.Cl.Fc1cc(I)ccc1I.O.O=C([O-])[O-].OCc1c[nH]cn1.Oc1cccc2cccnc12.[Cu]I.[K+].[K+]>>OCc1cn(-c2ccc(I)c(F)c2)cn1
8.1.5,6.2.1,CCC1C=C(C)C(O)C(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC.CCOCC>>CCC1C=C(C)C(=O)C(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC
10.4.2,1.2.5,CC(C)N1C(=O)Cc2cc3c(cc21)C(=O)CC3.CCCN1C(=O)Cc2cc3c(cc21)C(=O)CC3.CN1C(=O)Cc2cc3c(cc21)C(=O)CC3.O=C1CCc2cc3c(cc21)N(c1ccccc1)C(=O)C3>>CCN1C(=O)Cc2cc3c(cc21)C(=O)CC3
10.1.1,10.1.2,COC(=O)c1ccc([N+](=O)[O-])c(C(Br)Br)c1.COC(=O)c1ccc([N+](=O)[O-])c(C)c1>>COC(=O)c1ccc([N+](=O)[O-])c(CBr)c1
9.1.6,9.3.1,CC(C)N1C(=O)C(O)=C(c2ccccc2)S1(=O)=O.CN(C)C=O.ClCCl.O.O=C(Cl)C(=O)Cl>>CC(C)N1C(=O)C(Cl)=C(c2ccccc2)S1(=O)=O
10.1.1,3.1.5,CCOC(=O)c1ccc2cc(-c3ccc4c(c3)OCO4)ccc2c1.ClCCl.OB(O)c1ccc2c(c1)OCO2.[Br-].[Br-].[Br-].c1cc[nH+]cc1.c1cc[nH+]cc1.c1cc[nH+]cc1>>CCOC(=O)c1ccc2cc(-c3cc(Br)c4c(c3)OCO4)ccc2c1
9.3.1,2.1.2,O=C(NCc1ccc(Cl)c(Cl)c1)c1ccc(C(=O)O)nc1.O=C(O)c1ccc(C(=O)NCc2ccc(Cl)c(Cl)c2)s1>>O=C(NCc1ccc(Cl)c(Cl)c1)c1ccc(C(=O)Cl)nc1
1.7.7,9.1.6,Cc1cc(C)c(-c2c(C)nn3c(O)c(CCO)c(C)nc23)c(C)c1.O=S(Cl)Cl.c1ccccc1>>Cc1cc(C)c(-c2c(C)nn3c4c(c(C)nc23)CCO4)c(C)c1
10.1.2,8.1.5,CC(=O)c1ccc(F)c([N+](=O)[O-])c1.CO.ClCCl>>O=C(CCl)c1ccc(F)c([N+](=O)[O-])c1
10.4.2,2.6.3,CCO.CCOC(C)=O.COC(=O)COc1ccc(C(=O)Nc2ccc(F)cc2)cn1.O=S(=O)(O)O>>CCOC(=O)COc1ccc(C(=O)Nc2ccc(F)cc2)cn1
9.1.6,1.3.7,CCCC(C)O.Cl.Cl.Clc1nc(Cl)nc(Cl)n1.O=S(Cl)Cl.[Cl-].[Cl-].[Zn+2].c1ccncc1>>CCCC(C)Cl.O=S(Cl)Cl.c1ccncc1
7.3.1,6.1.1,CC(C)(C)OC(=O)N1CCC(NS(=O)(=O)c2ccc(F)c3ccccc23)CC1.CCO.CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(C#N)c3ccccc23)CC1.CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(F)c3ccccc23)CC1.Cl[Co]Cl.[BH4-].[Na+]>>CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(C#N)c3ccccc23)CC1.CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(CN)c3ccccc23)CC1
10.1.1,10.1.5,CC1(C)C(=O)N(Br)C(=O)N1Br.Cc1nc2cccc(Cl)c2nc1-c1cc(F)ccc1Cl.ClC(Cl)(Cl)Cl.O=C(OOC(=O)c1ccccc1)c1ccccc1>>Fc1ccc(Cl)c(-c2nc3c(Cl)cccc3nc2CBr)c1
1.6.8,1.2.4,CC(C)I.CN(C)C=O.O.O=C1CCCc2cc([N+](=O)[O-])ccc2N1.[H-].[H][H].[Na+]>>CC(C)N1C(=O)CCCc2cc([N+](=O)[O-])ccc21
1.7.4,6.3.7,C=[N+]=[N-].CC(=O)O.CSc1cc(CCCCCCCCO)cc(SC)c1O.ClC(Cl)Cl>>COc1c(SC)cc(CCCCCCCCO)cc1SC
1.7.4,10.1.1,CCOCC.CN(C)C=O.COc1cc2c(cc1OC)-c1cc(OC)c(O)c3c1C(C2)CN(C)C3.C[N+](C)(C)c1ccccc1.Cc1ccccc1.ClC(Cl)Cl.[OH-]>>COc1cc2c(cc1OC)-c1cc(OC)c(OC)c3c1C(C2)CN(C)C3
1.2.5,1.2.1,C1CCOC1.CC(=O)O.CO.C[C@]12CC[C@@H]3c4ccccc4CC[C@H]3[C@@H]1CCC2=O.NCc1ccccc1>>C[C@]12CC[C@@H]3c4ccccc4CC[C@H]3[C@@H]1CC[C@@H]2NCc1ccccc1
10.1.2,1.6.2,CCOC(=O)C(C)(C)Sc1cnc(N)s1.C[C@@H]1CC[C@@H](N(CCc2ccccc2)C(=O)Nc2ncc(SC(C)(C)C(=O)O)s2)CC1.Clc1cccc(CCBr)c1>>C[C@@H]1CC[C@@H](N(CCc2cccc(Cl)c2)C(=O)Nc2ncc(SC(C)(C)C(=O)O)s2)CC1
1.6.8,10.4.2,Cc1ccc(S(=O)(=O)OC[C@H]2COCCO2)cc1.IC[C@@H]1COCCO1.O=C1Nc2ccccc2C12COc1cc3c(cc12)OCCCO3.O=C1Nc2ccccc2C12COc1cc3c(cc12)OCO3>>O=C1N(C[C@@H]2COCCO2)c2ccccc2C12COc1cc3c(cc12)OCCCO3
1.7.4,8.1.5,C=[N+]=[N-].CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3(O[SiH](C)C)CCC(O)C(C(C)(C)C)C3)C(C)CCC1=O)C(C)CC2OC>>CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3(O[SiH](C)C)CCC(OC)C(C(C)(C)C)C3)C(C)CCC1=O)C(C)CC2OC
10.4.2,1.2.1,COC(=O)c1ccc(CNC(=O)c2cc(F)cnc2Oc2ccc(F)cc2)cc1.COC(=O)c1ccc([C@H](C)N)cc1.Cl>>COC(=O)c1ccc([C@H](C)NC(=O)c2cc(F)cnc2Oc2ccc(F)cc2)cc1
10.4.2,1.2.4,C1CCOC1.Cn1nccc1-c1ccc(Sc2cc(F)cc(C3(C(N)=O)CCOCC3)c2F)cc1.[H-].[Na+]>>CNC(=O)C1(c2cc(F)cc(Sc3ccc(-c4ccnn4C)cc3)c2F)CCOCC1
1.8.5,2.6.1,CC(=O)SCCNC(=O)[C@H](CS)NC(=O)C(C)C.CC(C)(C)C(=O)Cl>>CC(=O)SCCNC(=O)[C@H](CSC(=O)C(C)(C)C)NC(=O)C(C)C
1.6.8,10.4.2,C1CCOC1.CI.Nc1cccc(N)n1.O.O=C([O-])[O-].[K+].[K+]>>CNc1cccc(N)n1
6.3.7,1.8.5,CCC(COCc1cc(OC)c(OC)c(OC)c1)(c1cccs1)N(C)C.CN(C)P(=O)(N(C)C)N(C)C.Cc1ccccc1.Cc1ccccc1S.Cl.[H-].[Na+]>>CCC(COCc1cc(OC)c(O)c(OC)c1)(c1cccs1)N(C)C
1.7.7,2.6.3,CCO.Cc1cc(Br)c(C)c2c1SCCC2O.O.O=S(=O)(O)O>>CCOC1CCSc2c(C)cc(Br)c(C)c21
9.1.6,10.1.2,C[C@]1(F)[C@H](O)O[C@H](COC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1.ClCCl.O=C1CCC(=O)N1Cl.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>C[C@]1(F)[C@@H](Cl)O[C@H](COC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1
1.7.7,1.7.4,CI.CN(C)C=O.CO.COC(=O)c1c(O)cccc1OC(=S)N(C)C.O.[H-].[Na+]>>COC(=O)c1c(OC)cccc1OC(=S)N(C)C
1.7.4,1.2.4,CI.CN(C)C=O.COC(=O)[C@]1(CO)CC[C@H](c2ccc(OCc3ccccc3F)cc2)N1C(=O)OC(C)(C)C.[H-].[Na+]>>COC[C@@]1(C(=O)OC)CC[C@H](c2ccc(OCc3ccccc3F)cc2)N1C(=O)OC(C)(C)C
10.4.2,1.2.4,CC(=O)O.CCCC[O-].CI.CN(C)C=O.O=[N+]([O-])C=C1C[N+]([O-])=C(c2ccccc2F)c2cc(Cl)ccc2N1.[K]>>CC1C(=C[N+](=O)[O-])Nc2ccc(Cl)cc2C(c2ccccc2F)=[N+]1[O-]
10.1.2,10.4.2,C=CCC1C(=O)CCCC1=O.CC(C)(C)OCl.CO>>C=CCC1(Cl)C(=O)CCCC1=O
3.1.1,3.1.5,CC(C)(C)OC(=O)NCc1ccc(Br)cc1.CC(C)CC(C(=O)NCC#N)c1cccc(B2OC(C)(C)C(C)(C)O2)c1.CN(C)C=O.Cl[Pd]Cl.O.O=C([O-])O.[Na+]>>CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(CNC(=O)OC(C)(C)C)cc2)c1
10.4.2,8.1.4,CS(C)=O.ClCCl.O=CCc1ccc(O)cc1.O=S(=O)=O.OCCCc1ccc(O)cc1.c1ccncc1>>CC(C=O)c1ccc(O)cc1
