,yield,reactant_smiles,solvent_smiles,base_smiles,product_smiles,id,temperature,metal_amount,amine_amount,halide_amount,base_amount,ligand_amount,reaction_volume,solvent_1,solvent_2,amine_molecular_weight,amine_molecular_volume,amine_surface_area,amine_ovality,amine_hardness,amine_dipole_moment,amine_electronegativity,amine_E_HOMO,amine_E_LOMO,amine_.N1_electrostatic_charge,amine_.N1_NMR_shift,amine_.C1_electrostatic_charge,amine_.C1_NMR_shift,halide_molecular_weight,halide_molecular_volume,halide_surface_area,halide_ovality,halide_hardness,halide_dipole_moment,halide_electronegativity,halide_E_HOMO,halide_E_LOMO,halide_V0_frequency,halide_V0_intensity,halide_V1_frequency,halide_V1_intensity,halide_V2_frequency,halide_V2_intensity,halide_.C1_electrostatic_charge,halide_.C1_NMR_shift,halide_.C2_electrostatic_charge,halide_.C2_NMR_shift,ligand_molecular_weight,ligand_hardness,ligand_dipole_moment,ligand_electronegativity,ligand_E_HOMO,ligand_E_LOMO,ligand_.P1_electrostatic_charge,ligand_.P1_NMR_shift
405,32.45,C1COCCN1.COC(=O)C1=CC(=C(C=C1)I)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,COCCOC,C(=O)([O-])[O-].[Cs+].[Cs+],COC(=O)C1=CC(=C(C=C1)N2CCOCC2)Br,525,110.0,0.00058,0.00639,0.00581,0.0116,0.00058,0.01,7.2,0.45,87.12,107.93092,204.48776,0.4054,0.29452,1.5461,0.07351,-0.36804,0.22101,-0.93646,164.1205,0.2525,33.5824,340.94,212.30322,440.87109,0.55675,0.20169,1.4675,0.14184,-0.34353,0.05985,1825.3889,46.6907,674.27,9.8426,521.2828,0.6529,0.07263,150.6051,0.08065,149.3896,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744
406,41.12,CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4.C1=CC(=CC(=C1)Br)F.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3C4=CC(=CC=C4)F)OC(=CC2=O)N5CCOCC5,526,100.0,2e-05,0.00035,0.00044,3e-05,3e-05,0.004,2.25,0.73,371.4,422.51411,933.07794,0.74474,0.2052,5.4065,0.12299,-0.32818,0.08221,-0.8519,184.5797,0.29107,35.5409,175.0,190.13783,288.05545,0.39151,0.22868,1.5523,0.12004,-0.34872,0.10864,204.5046,0.3229,876.6031,77.7699,168.1654,0.0538,0.04199,123.9778,-0.13107,111.0704,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
407,35.11,CN1C=C(C=CC1=O)C2=C(N=C(C=C2)N)OC.CN1C[C@H](OC2=C(C1)C=CC(=N2)Cl)C3=CC=CC=C3.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,CCC(C)(C)[O-].[Na+],CN1C[C@H](OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(C(=O)C=C4)C)OC)C5=CC=CC=C5,527,120.0,0.00011,0.00109,0.00109,0.00131,0.00011,0.003,2.25,0.73,231.25,270.98472,584.44202,0.62723,0.18384,6.1545,0.0836,-0.26744,0.10024,-1.13285,194.7036,0.94906,136.4759,274.74,288.45068,672.65137,0.69246,0.21708,4.5738,0.11154,-0.32863,0.10554,1055.3029,129.6607,866.0913,10.3279,897.5978,16.0639,0.60862,139.8697,-0.42495,105.8226,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
408,17.82,CN(C)CCOC1=CN=C(C=C1)N.CC1=C(N=CN=C1Cl)N2C=NC3=CC=CC=C32.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],CC1=C(N=CN=C1N2C=NC3=CC=CC=C32)NC4=NC=C(C=C4)OCCN(C)C,528,100.0,5e-05,0.00097,0.00097,0.00015,0.00015,0.01,2.38,-0.36,181.23,260.17436,446.4537,0.49232,0.20457,2.3752,0.08629,-0.29086,0.11828,-1.15886,191.1688,0.97493,134.3223,244.68,302.13882,595.04431,0.59392,0.19238,1.0769,0.12472,-0.3171,0.06766,1609.119,79.3685,664.363,4.1669,421.1222,5.0318,0.73589,156.0436,-0.47318,111.172,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
409,49.97,CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC.CN1CC(OC2=C(C1)C=CC(=N2)Cl)CC(F)(F)F.CC(C)(C)P(C(C)(C)C)C(C)(C)C,COCCOC,C(=O)([O-])[O-].[Cs+].[Cs+],CN1CC(OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)CC(F)(F)F,530,120.0,0.00011,0.00216,0.00216,0.00022,0.00022,0.02,7.2,0.45,204.23,254.20956,512.95868,0.57447,0.19523,2.8798,0.07348,-0.26871,0.12175,-1.12529,194.2576,0.96066,136.1319,280.67,302.24178,608.86255,0.60757,0.22421,6.3437,0.12301,-0.34723,0.1012,1086.8864,85.3674,619.6708,17.4273,1051.5657,17.576,0.56614,140.0604,-0.39597,106.2396,202.32,0.11009,1.06,0.06294,-0.17302,0.04715,0.34994,314.0329
410,85.35,CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC.CN1CC(OC2=C(C1)C=CC(=N2)Cl)CC(F)(F)F.CC(C)(C)P(C(C)(C)C)C(C)(C)C,COCCOC,C(=O)([O-])[O-].[Cs+].[Cs+],CN1CC(OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)CC(F)(F)F,532,100.0,0.0,9e-05,9e-05,1e-05,1e-05,0.002,7.2,0.45,204.23,254.20956,512.95868,0.57447,0.19523,2.8798,0.07348,-0.26871,0.12175,-1.12529,194.2576,0.96066,136.1319,280.67,302.24178,608.86255,0.60757,0.22421,6.3437,0.12301,-0.34723,0.1012,1086.8864,85.3674,619.6708,17.4273,1051.5657,17.576,0.56614,140.0604,-0.39597,106.2396,202.32,0.11009,1.06,0.06294,-0.17302,0.04715,0.34994,314.0329
411,33.89,CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC.CN1CC(OC2=C(C1)C=CC(=N2)Cl)CC(F)(F)F.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,COCCOC,C(=O)([O-])[O-].[Cs+].[Cs+],CN1CC(OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)CC(F)(F)F,534,100.0,7e-05,0.00067,0.00067,0.00101,7e-05,0.003,7.2,0.45,204.23,254.20956,512.95868,0.57447,0.19523,2.8798,0.07348,-0.26871,0.12175,-1.12529,194.2576,0.96066,136.1319,280.67,302.24178,608.86255,0.60757,0.22421,6.3437,0.12301,-0.34723,0.1012,1086.8864,85.3674,619.6708,17.4273,1051.5657,17.576,0.56614,140.0604,-0.39597,106.2396,350.5,0.08518,1.0986,0.10218,-0.18736,-0.017,0.40051,315.5936
412,36.71,CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC.CN1CC(OC2=C(C1)C=CC(=N2)Cl)CC(F)(F)F.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,COCCOC,C(=O)([O-])[O-].[Cs+].[Cs+],CN1CC(OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)CC(F)(F)F,536,100.0,0.00012,0.00121,0.00121,0.00182,0.00012,0.005,7.2,0.45,204.23,254.20956,512.95868,0.57447,0.19523,2.8798,0.07348,-0.26871,0.12175,-1.12529,194.2576,0.96066,136.1319,280.67,302.24178,608.86255,0.60757,0.22421,6.3437,0.12301,-0.34723,0.1012,1086.8864,85.3674,619.6708,17.4273,1051.5657,17.576,0.56614,140.0604,-0.39597,106.2396,350.5,0.08518,1.0986,0.10218,-0.18736,-0.017,0.40051,315.5936
413,73.35,CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC.CC1C(OC2=C(CN1C)C=CC(=N2)Cl)C3=NC(=CS3)C.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,COCCOC,C(=O)([O-])[O-].[Cs+].[Cs+],CC1C(OC2=C(CN1C)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)C5=NC(=CS5)C,538,110.0,4e-05,0.00042,0.00042,0.00063,4e-05,0.003,7.2,0.45,204.23,254.20956,512.95868,0.57447,0.19523,2.8798,0.07348,-0.26871,0.12175,-1.12529,194.2576,0.96066,136.1319,309.8,318.31783,707.21942,0.68176,0.21272,3.1075,0.11456,-0.32728,0.09816,279.4303,1.9395,926.8739,45.0054,799.1553,19.4559,0.56639,140.396,-0.39262,106.641,350.5,0.08518,1.0986,0.10218,-0.18736,-0.017,0.40051,315.5936
414,78.55,COC(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4.C1=CC(=CC(=C1)Br)F.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],COC(=O)C1=CC2=C(C(=C1)C3CCCN3C4=CC(=CC=C4)F)OC(=CC2=O)N5CCOCC5,539,100.0,1e-05,0.00034,0.00042,3e-05,3e-05,0.00333,2.25,0.73,358.4,461.04782,895.59613,0.67442,0.20572,4.9971,0.12281,-0.32853,0.08291,-0.80493,183.5314,0.2645,35.3765,175.0,190.13783,288.05545,0.39151,0.22868,1.5523,0.12004,-0.34872,0.10864,204.5046,0.3229,876.6031,77.7699,168.1654,0.0538,0.04199,123.9778,-0.13107,111.0704,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
415,79.91,C1COCCN1.COC1=C(C=C(C(=C1)Cl)C(=O)OC)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],COC1=C(C=C(C(=C1)Cl)C(=O)OC)N2CCOCC2,540,100.0,0.00018,0.00894,0.00894,0.00036,0.00036,0.015,2.38,-0.36,87.12,107.93092,204.48776,0.4054,0.29452,1.5461,0.07351,-0.36804,0.22101,-0.93646,164.1205,0.2525,33.5824,279.51,234.6546,495.4332,0.58526,0.20692,2.6564,0.1402,-0.34713,0.06672,1815.8348,224.2453,775.6036,12.6352,379.3363,7.0186,0.22808,129.6267,-0.3476,112.7865,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744
416,54.38,C1COCCN1.COC1=C(C=C(C(=C1)Cl)C(=O)OC)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],COC1=C(C=C(C(=C1)Cl)C(=O)OC)N2CCOCC2,541,100.0,0.00011,0.00532,0.00532,0.00021,0.00021,0.01,2.38,-0.36,87.12,107.93092,204.48776,0.4054,0.29452,1.5461,0.07351,-0.36804,0.22101,-0.93646,164.1205,0.2525,33.5824,279.51,234.6546,495.4332,0.58526,0.20692,2.6564,0.1402,-0.34713,0.06672,1815.8348,224.2453,775.6036,12.6352,379.3363,7.0186,0.22808,129.6267,-0.3476,112.7865,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744
417,78.74,C1COCCN1.COC1=C(C=C(C(=C1)Cl)C(=O)OC)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],COC1=C(C=C(C(=C1)Cl)C(=O)OC)N2CCOCC2,542,100.0,0.00017,0.00829,0.00829,0.00033,0.00033,0.03,2.38,-0.36,87.12,107.93092,204.48776,0.4054,0.29452,1.5461,0.07351,-0.36804,0.22101,-0.93646,164.1205,0.2525,33.5824,279.51,234.6546,495.4332,0.58526,0.20692,2.6564,0.1402,-0.34713,0.06672,1815.8348,224.2453,775.6036,12.6352,379.3363,7.0186,0.22808,129.6267,-0.3476,112.7865,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744
418,0.0,C1=CC2=C(C=NN2C=C1)C3=NC(=NC=C3Cl)N.COC1=C(C=C(C=C1)[N+](=O)[O-])Br.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],COC1=C(C=C(C=C1)[N+](=O)[O-])NC2=NC=C(C(=N2)C3=C4C=CC=CN4N=C3)Cl,543,150.0,1e-05,0.00013,0.00013,0.00017,1e-05,0.002,2.25,0.73,245.67,249.1448,588.93231,0.66847,0.1775,4.0595,0.10955,-0.28705,0.06795,-1.13139,201.4748,1.33344,143.0457,232.03,171.98439,414.49698,0.60234,0.19634,4.4903,0.1704,-0.36674,0.02594,1396.4478,350.1471,1663.6064,97.6554,53.7158,0.0865,-0.12533,120.9173,-0.00187,112.4605,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
419,0.0,C1=CC2=C(C=NN2C=C1)C3=NC(=NC=C3Cl)N.COC1=C(C=C(C=C1)[N+](=O)[O-])Br.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],COC1=C(C=C(C=C1)[N+](=O)[O-])NC2=NC=C(C(=N2)C3=C4C=CC=CN4N=C3)Cl,544,150.0,4e-05,0.00013,0.00013,0.00017,5e-05,0.002,2.25,0.73,245.67,249.1448,588.93231,0.66847,0.1775,4.0595,0.10955,-0.28705,0.06795,-1.13139,201.4748,1.33344,143.0457,232.03,171.98439,414.49698,0.60234,0.19634,4.4903,0.1704,-0.36674,0.02594,1396.4478,350.1471,1663.6064,97.6554,53.7158,0.0865,-0.12533,120.9173,-0.00187,112.4605,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
420,32.03,C1C[C@@H](C2=NC(=NN2C1)N)C3=CC=C(C=C3)F.CN(C)C(=O)CC1=CC=C(C=C1)Br.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CN(C)C(=O)CC1=CC=C(C=C1)NC2=NN3CCCC(C3=N2)C4=CC=C(C=C4)F,546,120.0,4e-05,0.0004,0.0004,4e-05,4e-05,0.003,2.25,0.73,232.26,283.21654,583.71985,0.60829,0.22098,2.2438,0.10331,-0.3243,0.11767,-1.16746,171.1865,1.21205,146.1938,242.11,263.85254,465.4061,0.50844,0.22515,3.7066,0.10648,-0.33162,0.11867,1749.6753,281.502,567.0278,12.394,713.7677,10.3957,0.06623,121.7261,-0.08399,114.7862,350.5,0.08518,1.0986,0.10218,-0.18736,-0.017,0.40051,315.5936
421,69.57,CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC.CN1CC(OC2=C(C1)C=CC(=N2)Cl)C3CC(C3)(F)F.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CN1CC(OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)C5CC(C5)(F)F,551,145.0,8e-05,0.00055,0.00055,0.00072,0.00017,0.015,2.25,0.73,204.23,254.20956,512.95868,0.57447,0.19523,2.8798,0.07348,-0.26871,0.12175,-1.12529,194.2576,0.96066,136.1319,288.72,346.35337,654.33569,0.59626,0.22349,5.8184,0.12398,-0.34747,0.09952,1080.553,126.5238,573.9356,6.3819,887.2565,7.3846,0.59009,139.9035,-0.4158,105.8068,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
422,93.49,C1=CC(=C(C=C1Cl)N)C#N.C1=CC(=NC(=C1)Cl)Cl.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,C(=O)([O-])[O-].[K+].[K+],C1=CC(=NC(=C1)Cl)NC2=C(C=CC(=C2)Cl)C#N,552,112.0,0.00135,0.0135,0.0135,0.0405,0.0027,0.1,2.38,-0.36,152.58,160.09963,353.07062,0.53817,0.19873,2.6724,0.12116,-0.31989,0.07757,-1.16602,188.4871,0.70239,130.6627,147.99,140.88177,288.73993,0.47928,0.22546,3.8773,0.14014,-0.36561,0.08532,204.7768,0.047,1156.0484,71.0548,798.8015,133.4861,0.67252,141.3492,-0.45013,108.5367,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744
423,78.45,CC1=C(C=CC(=N1)S(=O)(=O)C)N.CC(C)OC(=O)N1CCC(CC1)OC2=C(C(=NC=N2)Cl)OC.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3OC4=CC=CC=C4P(C5=CC=CC=C5)C6=CC=CC=C6,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],CC1=C(C=CC(=N1)S(=O)(=O)C)NC2=C(C(=NC=N2)OC3CCN(CC3)C(=O)OC(C)C)OC,553,60.0,0.00025,0.0127,0.0127,0.0191,0.00051,0.005,2.38,-0.36,186.23,208.61176,413.35901,0.52814,0.21197,7.8679,0.1244,-0.33637,0.08758,-1.07609,187.1667,0.3106,126.2562,329.78,422.82962,753.65131,0.60123,0.22638,3.3879,0.13551,-0.36189,0.09087,792.3979,10.3884,1606.5914,20.9759,615.4186,11.091,0.68736,145.6599,-0.15432,123.8067,538.6,0.05451,0.6243,0.10184,-0.15634,-0.04733,0.29836,7.7356
424,49.95,CC1=C(C=CC(=N1)S(=O)(=O)C)N.CC(C)OC(=O)N1CCC(CC1)OC2=C(C(=NC=N2)Cl)OC.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3OC4=CC=CC=C4P(C5=CC=CC=C5)C6=CC=CC=C6,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],CC1=C(C=CC(=N1)S(=O)(=O)C)NC2=C(C(=NC=N2)OC3CCN(CC3)C(=O)OC(C)C)OC,554,60.0,2e-05,0.00096,0.00096,0.00145,4e-05,0.001,2.38,-0.36,186.23,208.61176,413.35901,0.52814,0.21197,7.8679,0.1244,-0.33637,0.08758,-1.07609,187.1667,0.3106,126.2562,329.78,422.82962,753.65131,0.60123,0.22638,3.3879,0.13551,-0.36189,0.09087,792.3979,10.3884,1606.5914,20.9759,615.4186,11.091,0.68736,145.6599,-0.15432,123.8067,538.6,0.05451,0.6243,0.10184,-0.15634,-0.04733,0.29836,7.7356
425,0.0,C1=CC=C(C=C1)CN.C1=CN=C(C=C1Cl)Cl.CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe],COCCOC,CC(C)(C)[O-].[Na+],C1=CC=C(C=C1)CNC2=NC=CC(=C2)Cl,556,80.0,8e-05,0.00101,0.00101,0.00202,0.00012,0.004,7.2,0.45,107.15,150.37861,284.39349,0.45197,0.23283,1.4438,0.08662,-0.31945,0.14621,-1.05403,152.2662,0.46742,36.2395,147.99,159.80073,288.73816,0.44066,0.22973,2.1124,0.14539,-0.37512,0.08433,202.2183,0.3341,804.1458,124.6867,402.2285,1.9345,0.69326,144.4053,-0.46556,109.5105,564.6,0.01593,4.4516,0.15169,-0.16762,-0.13576,0.47376,-583.915
426,0.0,C1=CC=C(C=C1)CN.C1=CN=C(C=C1Cl)Cl.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],C1=CC=C(C=C1)CNC2=NC=CC(=C2)Cl,557,100.0,0.0001,0.00101,0.00101,0.00203,0.00012,0.005,2.25,0.73,107.15,150.37861,284.39349,0.45197,0.23283,1.4438,0.08662,-0.31945,0.14621,-1.05403,152.2662,0.46742,36.2395,147.99,159.80073,288.73816,0.44066,0.22973,2.1124,0.14539,-0.37512,0.08433,202.2183,0.3341,804.1458,124.6867,402.2285,1.9345,0.69326,144.4053,-0.46556,109.5105,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
427,0.0,CC(C)CN.C1=CN=C(C=C1Cl)Cl.CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe],COCCOC,CC(C)(C)[O-].[Na+],CC(C)CNC1=NC=CC(=C1)Cl,558,80.0,8e-05,0.00101,0.00101,0.00202,0.00012,0.004,7.2,0.45,73.14,104.29591,175.45538,0.35588,0.29184,1.4503,0.08206,-0.3739,0.20977,-1.1825,146.1248,0.48422,38.3704,147.99,159.80073,288.73816,0.44066,0.22973,2.1124,0.14539,-0.37512,0.08433,202.2183,0.3341,804.1458,124.6867,402.2285,1.9345,0.69326,144.4053,-0.46556,109.5105,564.6,0.01593,4.4516,0.15169,-0.16762,-0.13576,0.47376,-583.915
428,59.07,CC1=CC2=C(N1)C=C(C=C2)OC(F)(F)F.C1=CC=C(C=C1)COC2=CC(=CC=C2)Br.CC(C)(C)P(C1=CC=CC=C1C2=CC=CC=C2)C(C)(C)C,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],CC1=CC2=C(N1C3=CC(=CC=C3)OCC4=CC=CC=C4)C=C(C=C2)OC(F)(F)F,560,100.0,1e-05,5e-05,8e-05,7e-05,2e-05,0.001,2.38,-0.36,215.17,245.40518,503.85736,0.5777,0.20192,3.842,0.0873,-0.28921,0.11462,-0.61189,255.0193,0.29717,120.9652,263.13,278.44238,544.177,0.57354,0.22095,1.6742,0.09942,-0.32037,0.12152,629.5001,7.4979,1053.9017,55.815,1062.3014,30.4198,0.17258,123.3989,-0.21027,106.9826,298.4,0.07567,1.0505,0.09349,-0.16916,-0.01782,0.35687,307.6337
429,62.48,CC1=CC2=C(N1)C=C(C=C2)OC(F)(F)F.C1=CC=C(C=C1)COC2=CC(=CC=C2)Br.CC(C)(C)P(C1=CC=CC=C1C2=CC=CC=C2)C(C)(C)C,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],CC1=CC2=C(N1C3=CC(=CC=C3)OCC4=CC=CC=C4)C=C(C=C2)OC(F)(F)F,561,80.0,0.00121,0.0242,0.029,0.0338,0.00242,0.2,2.38,-0.36,215.17,245.40518,503.85736,0.5777,0.20192,3.842,0.0873,-0.28921,0.11462,-0.61189,255.0193,0.29717,120.9652,263.13,278.44238,544.177,0.57354,0.22095,1.6742,0.09942,-0.32037,0.12152,629.5001,7.4979,1053.9017,55.815,1062.3014,30.4198,0.17258,123.3989,-0.21027,106.9826,298.4,0.07567,1.0505,0.09349,-0.16916,-0.01782,0.35687,307.6337
430,61.99,C1CNC1.C1=CC(=CC=C1C#N)Br.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],C1CN(C1)C2=CC=C(C=C2)C#N,562,100.0,0.00022,0.0149,0.00744,0.0003,0.0003,0.01,2.38,-0.36,57.09,70.04816,139.14098,0.36799,0.2925,1.3097,0.07006,-0.36256,0.22244,-1.01758,154.8112,0.61677,37.5543,182.02,169.66622,327.39984,0.4801,0.21075,3.0028,0.14342,-0.35418,0.06733,1331.0435,1.648,229.3271,2.5309,263.2294,0.3663,-0.01617,129.5687,0.02811,115.6433,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
431,92.54,CC(C)(C)OC(=O)N1CCNCC1.CC1=C(C=CC=N1)Br.CC(C)OC1=C(C(=CC=C1)OC(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],CC1=C(C=CC=N1)N2CCN(CC2)C(=O)OC(C)(C)C,564,100.0,0.00029,0.00581,0.00581,0.00872,0.00058,0.027,2.38,-0.36,186.25,242.71504,445.29718,0.51432,0.28237,2.4097,0.07371,-0.35608,0.20867,-0.95976,165.5519,0.34148,33.9403,172.02,179.15975,291.09097,0.41164,0.22545,1.4098,0.11794,-0.34339,0.10751,1040.5371,77.0156,670.0294,5.4442,304.6915,3.7571,-0.29494,123.7677,0.25334,121.2942,466.6,0.0883,1.5756,0.09304,-0.18134,-0.00474,0.40377,317.0653
432,82.86,CC(C)(C)OC(=O)N1CCNCC1.CC1=C(C=CC=N1)Br.CC(C)OC1=C(C(=CC=C1)OC(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],CC1=C(C=CC=N1)N2CCN(CC2)C(=O)OC(C)(C)C,565,100.0,0.00058,0.0116,0.0116,0.0174,0.00116,0.04,2.38,-0.36,186.25,242.71504,445.29718,0.51432,0.28237,2.4097,0.07371,-0.35608,0.20867,-0.95976,165.5519,0.34148,33.9403,172.02,179.15975,291.09097,0.41164,0.22545,1.4098,0.11794,-0.34339,0.10751,1040.5371,77.0156,670.0294,5.4442,304.6915,3.7571,-0.29494,123.7677,0.25334,121.2942,466.6,0.0883,1.5756,0.09304,-0.18134,-0.00474,0.40377,317.0653
433,65.49,CC1=CC2=C(N1)C=C(C=C2)OC(F)(F)F.COC1=CC(=CC=C1)Br.CC(C)(C)P(C1=CC=CC=C1C2=CC=CC=C2)C(C)(C)C,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],CC1=CC2=C(N1C3=CC(=CC=C3)OC)C=C(C=C2)OC(F)(F)F,566,120.0,1e-05,0.00011,0.00013,0.00015,2e-05,0.001,2.38,-0.36,215.17,245.40518,503.85736,0.5777,0.20192,3.842,0.0873,-0.28921,0.11462,-0.61189,255.0193,0.29717,120.9652,187.03,173.21488,326.25162,0.47186,0.22238,1.6213,0.0992,-0.32158,0.12318,582.8871,0.3014,1294.666,180.663,1625.3084,78.0112,0.2099,123.7631,-0.25616,106.8677,298.4,0.07567,1.0505,0.09349,-0.16916,-0.01782,0.35687,307.6337
